11.38931;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.40592;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.42286;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.43899;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.4556;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.4728;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.4888;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.50527;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.52188;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.53879;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.55501;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.57184;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.58814;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.60484;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.62121;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.63784;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.6544;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.67095;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.68782;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.70411;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.7208;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.73718;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.75379;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.7703;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.78691;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.80379;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.82;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.83681;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.85316;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.86988;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.88629;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.90286;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.91942;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.93682;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.95282;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.96919;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.98588;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.00223;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.01892;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.03587;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.05193;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.06853;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.08514;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.10219;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.1182;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.13512;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.15133;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.16788;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.18499;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.20105;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.21768;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.23499;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
12.25082;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
